sep=,
Steam Sales data for Sauropod Studio: 2016-12-22 - 2017-01-21

Date,Product(ID#),Product Name,Type,Game,Platform,Country Code,Country,Region,Gross Units Sold,Chargeback/Returns,Net Units Sold,Base Price,Sale Price,Currency,Gross Steam Sales (USD),Chargeback/Returns (USD),VAT/Tax (USD),Net Steam Sales (USD),Tag
2017-01-02,26276,Castle Story,Steam,Castle Story,Windows,US,United States,North America,7,1,6,19.99,16.99,USD,120.4100,16.9900,-1.4800,101.9400,
2017-01-02,26276,Castle Story,Steam,Castle Story,Windows,US,United States,North America,8,1,7,19.99,19.99,USD,159.9200,19.9900,0.0000,139.9300,
2017-01-02,26276,Castle Story,Steam,Castle Story,Mac,US,United States,North America,1,0,1,19.99,19.99,USD,19.9900,0.0000,0.0000,19.9900,
2017-01-02,26276,Castle Story,Steam,Castle Story,Linux,US,United States,North America,1,0,1,19.99,16.99,USD,16.9900,0.0000,0.0000,16.9900,
2017-01-03,26276,Castle Story,Steam,Castle Story,Windows,AR,Argentina,Latin America,0,1,-1,19.99,16.99,USD,0.0000,16.9900,0.0000,-16.9900,
2017-01-03,26276,Castle Story,Steam,Castle Story,Windows,AU,Australia,Oceania,2,0,2,19.99,19.99,USD,39.9800,0.0000,0.0000,39.9800,
2017-01-03,26276,Castle Story,Steam,Castle Story,Windows,BR,Brazil,Latin America,0,1,-1,36.99,31.44,BRL,0.0000,9.6700,0.0000,-9.6700,
2017-01-03,26276,Castle Story,Steam,Castle Story,Windows,BR,Brazil,Latin America,1,0,1,36.99,36.99,BRL,11.3800,0.0000,0.0000,11.3800,
2017-01-03,26276,Castle Story,Steam,Castle Story,Windows,CA,Canada,North America,3,0,3,21.99,21.99,CAD,49.8600,0.0000,0.0000,49.8600,
2017-01-03,26276,Castle Story,Steam,Castle Story,Windows,CN,China,Asia,1,0,1,68.00,68.00,CNY,9.7800,0.0000,0.0000,9.7800,
2017-01-03,26276,Castle Story,Steam,Castle Story,Windows,DE,Germany,Western Europe,3,0,3,19.99,19.99,EUR,62.2500,0.0000,-9.9339,52.3161,
2017-01-03,26276,Castle Story,Steam,Castle Story,Windows,ES,Spain,Western Europe,1,0,1,19.99,19.99,EUR,21.0300,0.0000,-3.6505,17.3795,
2017-01-03,26276,Castle Story,Steam,Castle Story,Windows,GB,United Kingdom,Western Europe,3,0,3,14.99,14.99,GBP,55.0400,0.0000,-9.1794,45.8606,
2017-01-03,26276,Castle Story,Steam,Castle Story,Windows,HK,Hong Kong,Asia,2,0,2,119.00,119.00,HKD,30.7200,0.0000,0.0000,30.7200,
2017-01-03,26276,Castle Story,Steam,Castle Story,Windows,MY,Malaysia,South East Asia,1,0,1,38.00,38.00,MYR,8.4700,0.0000,0.0000,8.4700,
2017-01-03,26276,Castle Story,Steam,Castle Story,Windows,NO,Norway,Western Europe,1,0,1,140.00,140.00,NOK,16.3700,0.0000,-3.2740,13.0960,
2017-01-03,26276,Castle Story,Steam,Castle Story,Windows,NZ,New Zealand,Oceania,1,0,1,23.99,23.99,NZD,16.7500,0.0000,0.0000,16.7500,
2017-01-03,26276,Castle Story,Steam,Castle Story,Windows,PL,Poland,Eastern Europe,2,0,2,19.99,19.99,EUR,42.0700,0.0000,-7.8710,34.1990,
2017-01-03,26276,Castle Story,Steam,Castle Story,Windows,PT,Portugal,Western Europe,2,0,2,19.99,19.99,EUR,41.7900,0.0000,-7.8186,33.9714,
2017-01-03,26276,Castle Story,Steam,Castle Story,Windows,RU,Russian Federation,Russian Territories,0,4,-4,419.00,356.00,RUB,0.0000,23.3600,0.0000,-23.3600,
2017-01-03,26276,Castle Story,Steam,Castle Story,Windows,RU,Russian Federation,Russian Territories,4,2,2,419.00,419.00,RUB,27.7500,13.7600,0.0000,13.9900,
2017-01-03,26276,Castle Story,Steam,Castle Story,Windows,US,United States,North America,0,1,-1,19.99,16.99,USD,0.0000,16.9900,0.0000,-16.9900,
2017-01-03,26276,Castle Story,Steam,Castle Story,Windows,US,United States,North America,5,2,3,19.99,19.99,USD,101.2000,39.9800,-1.2500,59.9700,
2017-01-04,26276,Castle Story,Steam,Castle Story,Windows,BR,Brazil,Latin America,4,0,4,36.99,36.99,BRL,45.6000,0.0000,0.0000,45.6000,
2017-01-04,26276,Castle Story,Retail,Castle Story,Windows,CA,Canada,North America,1,0,1,0.00,0.00,USD,0.0000,0.0000,0.0000,0.0000,Steam Gifts
2017-01-04,26276,Castle Story,Steam,Castle Story,Windows,CA,Canada,North America,2,0,2,21.99,21.99,CAD,33.2600,0.0000,0.0000,33.2600,
2017-01-04,26276,Castle Story,Steam,Castle Story,Windows,CH,Switzerland,Western Europe,1,0,1,19.00,19.00,CHF,19.0000,0.0000,0.0000,19.0000,
2017-01-04,26276,Castle Story,Steam,Castle Story,Windows,DE,Germany,Western Europe,3,2,1,19.99,19.99,EUR,62.2500,41.5000,-3.3113,17.4387,
2017-01-04,26276,Castle Story,Steam,Castle Story,Windows,ES,Spain,Western Europe,1,0,1,19.99,19.99,EUR,21.1123,0.0000,-3.6648,17.4475,
2017-01-04,26276,Castle Story,Steam,Castle Story,Windows,FR,France,Western Europe,1,0,1,19.99,19.99,EUR,21.0700,0.0000,-3.5099,17.5601,
2017-01-04,26276,Castle Story,Steam,Castle Story,Windows,GB,United Kingdom,Western Europe,2,0,2,14.99,14.99,GBP,36.8600,0.0000,-6.1475,30.7125,
2017-01-04,26276,Castle Story,Steam,Castle Story,Windows,IS,Iceland,Western Europe,1,0,1,19.99,19.99,USD,19.9900,0.0000,0.0000,19.9900,
2017-01-04,26276,Castle Story,Steam,Castle Story,Windows,RU,Russian Federation,Russian Territories,0,2,-2,419.00,356.00,RUB,0.0000,11.7600,0.0000,-11.7600,
2017-01-04,26276,Castle Story,Steam,Castle Story,Windows,RU,Russian Federation,Russian Territories,3,2,1,419.00,419.00,RUB,20.7600,13.8400,0.0000,6.9200,
2017-01-04,26276,Castle Story,Steam,Castle Story,Windows,US,United States,North America,12,3,9,19.99,19.99,USD,243.6300,61.2200,-2.5000,179.9100,
2017-01-04,26276,Castle Story,Steam,Castle Story,Mac,CH,Switzerland,Western Europe,1,0,1,19.00,19.00,CHF,18.5400,0.0000,0.0000,18.5400,
2017-01-04,26276,Castle Story,Steam,Castle Story,Mac,US,United States,North America,1,0,1,19.99,19.99,USD,19.9900,0.0000,0.0000,19.9900,
2017-01-05,26276,Castle Story,Steam,Castle Story,Windows,AT,Austria,Western Europe,2,0,2,19.99,19.99,EUR,41.8700,0.0000,-6.9748,34.8952,
2017-01-05,26276,Castle Story,Steam,Castle Story,Windows,AU,Australia,Oceania,1,0,1,19.99,19.99,USD,19.9900,0.0000,0.0000,19.9900,
2017-01-05,26276,Castle Story,Steam,Castle Story,Windows,BE,Belgium,Western Europe,1,0,1,19.99,19.99,EUR,21.0300,0.0000,-3.6505,17.3795,
2017-01-05,26276,Castle Story,Steam,Castle Story,Windows,BR,Brazil,Latin America,0,1,-1,36.99,31.44,BRL,0.0000,9.8100,0.0000,-9.8100,
2017-01-05,26276,Castle Story,Steam,Castle Story,Windows,BR,Brazil,Latin America,6,1,5,36.99,36.99,BRL,69.1765,11.4600,0.0000,57.7165,
2017-01-05,26276,Castle Story,Steam,Castle Story,Windows,CA,Canada,North America,2,1,1,21.99,21.99,CAD,33.1200,16.5600,0.0000,16.5600,
2017-01-05,26276,Castle Story,Steam,Castle Story,Windows,DE,Germany,Western Europe,1,0,1,19.99,19.99,EUR,21.0300,0.0000,-3.3560,17.6740,
2017-01-05,26276,Castle Story,Steam,Castle Story,Windows,FR,France,Western Europe,0,2,-2,19.99,16.99,EUR,0.0000,35.7400,5.9532,-29.7868,
2017-01-05,26276,Castle Story,Steam,Castle Story,Windows,FR,France,Western Europe,1,0,1,19.99,19.99,EUR,20.9800,0.0000,-3.4949,17.4851,
2017-01-05,26276,Castle Story,Steam,Castle Story,Windows,GB,United Kingdom,Western Europe,1,1,0,14.99,14.99,GBP,18.4100,18.4100,0.0000,0.0000,
2017-01-05,26276,Castle Story,Steam,Castle Story,Windows,IL,Israel,Middle East,1,0,1,19.99,19.99,USD,19.9900,0.0000,0.0000,19.9900,
2017-01-05,26276,Castle Story,Steam,Castle Story,Windows,MX,Mexico,Latin America,1,0,1,179.99,179.99,MXN,8.2900,0.0000,0.0000,8.2900,
2017-01-05,26276,Castle Story,Steam,Castle Story,Windows,NL,Netherlands,Western Europe,1,0,1,19.99,19.99,EUR,21.0300,0.0000,-3.6505,17.3795,
2017-01-05,26276,Castle Story,Steam,Castle Story,Windows,RU,Russian Federation,Russian Territories,7,1,6,419.00,419.00,RUB,48.5600,7.0400,0.0000,41.5200,
2017-01-05,26276,Castle Story,Steam,Castle Story,Windows,SE,Sweden,Western Europe,1,0,1,19.99,19.99,EUR,21.0300,0.0000,-4.2081,16.8219,
2017-01-05,26276,Castle Story,Retail,Castle Story,Windows,US,United States,North America,1,0,1,0.00,0.00,USD,0.0000,0.0000,0.0000,0.0000,Humble Bundle
2017-01-05,26276,Castle Story,Steam,Castle Story,Windows,US,United States,North America,0,1,-1,19.99,16.99,USD,0.0000,16.9900,0.0000,-16.9900,
2017-01-05,26276,Castle Story,Steam,Castle Story,Windows,US,United States,North America,5,1,4,19.99,19.99,USD,99.9500,21.2400,1.2500,79.9600,
2017-01-05,26276,Castle Story,Steam,Castle Story,Mac,BE,Belgium,Western Europe,1,0,1,19.99,19.99,EUR,21.0300,0.0000,-3.6505,17.3795,
2017-01-06,26276,Castle Story,Steam,Castle Story,Windows,AT,Austria,Western Europe,0,1,-1,19.99,19.99,EUR,0.0000,21.0300,3.5032,-17.5268,
2017-01-06,26276,Castle Story,Steam,Castle Story,Windows,AU,Australia,Oceania,3,0,3,19.99,19.99,USD,59.9700,0.0000,0.0000,59.9700,
2017-01-06,26276,Castle Story,Steam,Castle Story,Windows,BR,Brazil,Latin America,2,1,1,36.99,36.99,BRL,23.1300,11.5400,0.0000,11.5900,
2017-01-06,26276,Castle Story,Steam,Castle Story,Windows,CA,Canada,North America,1,1,0,21.99,21.99,CAD,16.6200,16.6800,0.0000,-0.0600,
2017-01-06,26276,Castle Story,Steam,Castle Story,Windows,CZ,Czech Republic,Eastern Europe,1,0,1,19.99,19.99,EUR,21.0250,0.0000,-3.6497,17.3753,
2017-01-06,26276,Castle Story,Steam,Castle Story,Windows,DE,Germany,Western Europe,1,1,0,19.99,19.99,EUR,21.0244,21.0300,0.0009,-0.0047,
2017-01-06,26276,Castle Story,Steam,Castle Story,Windows,DK,Denmark,Western Europe,1,0,1,19.99,19.99,EUR,21.0800,0.0000,-4.2181,16.8619,
2017-01-06,26276,Castle Story,Steam,Castle Story,Windows,ES,Spain,Western Europe,3,3,0,19.99,19.99,EUR,63.1700,63.1700,0.0000,0.0000,
2017-01-06,26276,Castle Story,Steam,Castle Story,Windows,GB,United Kingdom,Western Europe,0,1,-1,14.99,12.74,GBP,0.0000,15.6900,2.6109,-13.0791,
2017-01-06,26276,Castle Story,Steam,Castle Story,Windows,GB,United Kingdom,Western Europe,2,0,2,14.99,14.99,GBP,36.3400,0.0000,-6.0607,30.2793,
2017-01-06,26276,Castle Story,Retail,Castle Story,Windows,LT,Lithuania,Eastern Europe,1,0,1,0.00,0.00,USD,0.0000,0.0000,0.0000,0.0000,Kickstarter
2017-01-06,26276,Castle Story,Steam,Castle Story,Windows,MX,Mexico,Latin America,1,0,1,179.99,179.99,MXN,8.4700,0.0000,0.0000,8.4700,
2017-01-06,26276,Castle Story,Steam,Castle Story,Windows,NO,Norway,Western Europe,0,1,-1,140.00,119.00,NOK,0.0000,13.9100,2.7820,-11.1280,
2017-01-06,26276,Castle Story,Steam,Castle Story,Windows,PL,Poland,Eastern Europe,1,0,1,19.99,19.99,EUR,21.0300,0.0000,-3.9346,17.0954,
2017-01-06,26276,Castle Story,Steam,Castle Story,Windows,PT,Portugal,Western Europe,0,1,-1,19.99,19.99,EUR,0.0000,21.0700,3.9421,-17.1279,
2017-01-06,26276,Castle Story,Steam,Castle Story,Windows,RU,Russian Federation,Russian Territories,7,2,5,419.00,419.00,RUB,49.2600,14.1300,0.0000,35.1300,
2017-01-06,26276,Castle Story,Steam,Castle Story,Windows,SE,Sweden,Western Europe,1,0,1,19.99,19.99,EUR,21.0700,0.0000,-4.2161,16.8539,
2017-01-06,26276,Castle Story,Steam,Castle Story,Windows,US,United States,North America,0,1,-1,19.99,16.99,USD,0.0000,18.4700,1.4800,-16.9900,
2017-01-06,26276,Castle Story,Steam,Castle Story,Windows,US,United States,North America,10,4,6,19.99,19.99,USD,201.8000,79.9600,-1.9000,119.9400,
2017-01-06,26276,Castle Story,Steam,Castle Story,Mac,US,United States,North America,2,0,2,19.99,19.99,USD,39.9800,0.0000,0.0000,39.9800,
2017-01-06,26276,Castle Story,Steam,Castle Story,Linux,BR,Brazil,Latin America,1,0,1,36.99,36.99,BRL,11.5700,0.0000,0.0000,11.5700,
2017-01-07,26276,Castle Story,Steam,Castle Story,Windows,AU,Australia,Oceania,0,1,-1,19.99,19.99,USD,0.0000,19.9900,0.0000,-19.9900,
2017-01-07,26276,Castle Story,Steam,Castle Story,Windows,BE,Belgium,Western Europe,1,0,1,19.99,19.99,EUR,21.0700,0.0000,-3.6575,17.4125,
2017-01-07,26276,Castle Story,Steam,Castle Story,Windows,BR,Brazil,Latin America,0,1,-1,36.99,31.44,BRL,0.0000,9.8300,0.0000,-9.8300,
2017-01-07,26276,Castle Story,Steam,Castle Story,Windows,BR,Brazil,Latin America,1,0,1,36.99,36.99,BRL,11.5700,0.0000,0.0000,11.5700,
2017-01-07,26276,Castle Story,Steam,Castle Story,Windows,CA,Canada,North America,1,0,1,21.99,21.99,CAD,16.6800,0.0000,0.0000,16.6800,
2017-01-07,26276,Castle Story,Steam,Castle Story,Windows,CN,China,Asia,1,0,1,68.00,68.00,CNY,9.8400,0.0000,0.0000,9.8400,
2017-01-07,26276,Castle Story,Steam,Castle Story,Windows,ES,Spain,Western Europe,1,0,1,19.99,19.99,EUR,20.9800,0.0000,-3.6419,17.3381,
2017-01-07,26276,Castle Story,Retail,Castle Story,Windows,FR,France,Western Europe,1,0,1,0.00,0.00,USD,0.0000,0.0000,0.0000,0.0000,Kickstarter
2017-01-07,26276,Castle Story,Steam,Castle Story,Windows,FR,France,Western Europe,14,3,11,19.99,19.99,EUR,294.7100,63.2100,-38.5639,192.9361,
2017-01-07,26276,Castle Story,Steam,Castle Story,Windows,GB,United Kingdom,Western Europe,5,1,4,14.99,14.99,GBP,91.4350,18.4500,-12.1723,60.8127,
2017-01-07,26276,Castle Story,Steam,Castle Story,Windows,KR,Korea Republic of,Asia,0,1,-1,21000.00,17850.00,KRW,0.0000,14.9500,0.0000,-14.9500,
2017-01-07,26276,Castle Story,Steam,Castle Story,Windows,LT,Lithuania,Eastern Europe,1,0,1,19.99,19.99,EUR,21.0300,0.0000,-3.6505,17.3795,
2017-01-07,26276,Castle Story,Steam,Castle Story,Windows,LV,Latvia,Eastern Europe,1,0,1,19.99,19.99,EUR,20.9800,0.0000,-3.6419,17.3381,
2017-01-07,26276,Castle Story,Steam,Castle Story,Windows,MO,Macau,Asia,1,0,1,19.99,19.99,USD,19.9900,0.0000,0.0000,19.9900,
2017-01-07,26276,Castle Story,Steam,Castle Story,Windows,NO,Norway,Western Europe,1,0,1,140.00,140.00,NOK,16.3700,0.0000,-3.2740,13.0960,
2017-01-07,26276,Castle Story,Steam,Castle Story,Windows,PL,Poland,Eastern Europe,2,2,0,19.99,19.99,EUR,42.0500,42.1400,0.0169,-0.0731,
2017-01-07,26276,Castle Story,Steam,Castle Story,Windows,RU,Russian Federation,Russian Territories,3,1,2,419.00,419.00,RUB,21.1900,7.0600,0.0000,14.1300,
2017-01-07,26276,Castle Story,Steam,Castle Story,Windows,SE,Sweden,Western Europe,1,0,1,19.99,19.99,EUR,20.9800,0.0000,-4.1981,16.7819,
2017-01-07,26276,Castle Story,Steam,Castle Story,Windows,UA,Ukraine,Russian Territories,1,0,1,12.59,12.59,USD,12.5900,0.0000,0.0000,12.5900,
2017-01-07,26276,Castle Story,Steam,Castle Story,Windows,US,United States,North America,7,1,6,19.99,19.99,USD,141.7100,19.9900,-1.7800,119.9400,
2017-01-07,26276,Castle Story,Steam,Castle Story,Mac,US,United States,North America,2,0,2,19.99,19.99,USD,39.9800,0.0000,0.0000,39.9800,
2017-01-07,26276,Castle Story,Steam,Castle Story,Linux,RU,Russian Federation,Russian Territories,1,0,1,419.00,419.00,RUB,7.0100,0.0000,0.0000,7.0100,
2017-01-08,26276,Castle Story,Steam,Castle Story,Windows,BR,Brazil,Latin America,1,0,1,36.99,36.99,BRL,11.5600,0.0000,0.0000,11.5600,
2017-01-08,26276,Castle Story,Steam,Castle Story,Windows,CA,Canada,North America,1,0,1,21.99,21.99,CAD,16.6800,0.0000,0.0000,16.6800,
2017-01-08,26276,Castle Story,Steam,Castle Story,Windows,CH,Switzerland,Western Europe,1,0,1,19.00,19.00,CHF,18.8800,0.0000,0.0000,18.8800,
2017-01-08,26276,Castle Story,Steam,Castle Story,Windows,DE,Germany,Western Europe,3,0,3,19.99,19.99,EUR,63.4200,0.0000,-10.1205,53.2995,
2017-01-08,26276,Castle Story,Steam,Castle Story,Windows,DK,Denmark,Western Europe,0,1,-1,19.99,16.99,EUR,0.0000,17.9100,3.5841,-14.3259,
2017-01-08,26276,Castle Story,Steam,Castle Story,Windows,DK,Denmark,Western Europe,2,0,2,19.99,19.99,EUR,42.1800,0.0000,-8.4402,33.7398,
2017-01-08,26276,Castle Story,Steam,Castle Story,Windows,ES,Spain,Western Europe,1,0,1,19.99,19.99,EUR,21.0700,0.0000,-3.6575,17.4125,
2017-01-08,26276,Castle Story,Retail,Castle Story,Windows,FR,France,Western Europe,1,0,1,0.00,0.00,USD,0.0000,0.0000,0.0000,0.0000,Kickstarter
2017-01-08,26276,Castle Story,Steam,Castle Story,Windows,FR,France,Western Europe,22,2,20,19.99,19.99,EUR,465.2056,42.1400,-70.4757,352.5899,
2017-01-08,26276,Castle Story,Steam,Castle Story,Windows,GB,United Kingdom,Western Europe,2,0,2,14.99,14.99,GBP,36.6100,0.0000,-6.1058,30.5042,
2017-01-08,26276,Castle Story,Steam,Castle Story,Windows,GF,French Guiana,Latin America,1,0,1,19.99,19.99,EUR,21.2800,0.0000,0.0000,21.2800,
2017-01-08,26276,Castle Story,Steam,Castle Story,Windows,NO,Norway,Western Europe,1,0,1,140.00,140.00,NOK,16.4600,0.0000,-3.2920,13.1680,
2017-01-08,26276,Castle Story,Steam,Castle Story,Windows,PL,Poland,Eastern Europe,1,0,1,19.99,19.99,EUR,21.0700,0.0000,-3.9421,17.1279,
2017-01-08,26276,Castle Story,Steam,Castle Story,Windows,PT,Portugal,Western Europe,1,0,1,19.99,19.99,EUR,21.0700,0.0000,-3.9421,17.1279,
2017-01-08,26276,Castle Story,Steam,Castle Story,Windows,RU,Russian Federation,Russian Territories,6,3,3,419.00,419.00,RUB,42.3600,21.1800,0.0000,21.1800,
2017-01-08,26276,Castle Story,Steam,Castle Story,Windows,US,United States,North America,10,3,7,19.99,19.99,USD,203.3800,61.7300,-1.7200,139.9300,
2017-01-08,26276,Castle Story,Steam,Castle Story,Mac,RU,Russian Federation,Russian Territories,1,0,1,419.00,419.00,RUB,7.0600,0.0000,0.0000,7.0600,
2017-01-09,26276,Castle Story,Steam,Castle Story,Windows,BE,Belgium,Western Europe,1,0,1,19.99,19.99,EUR,21.0300,0.0000,-3.6505,17.3795,
2017-01-09,26276,Castle Story,Steam,Castle Story,Windows,BR,Brazil,Latin America,0,2,-2,36.99,31.44,BRL,0.0000,19.6500,0.0000,-19.6500,
2017-01-09,26276,Castle Story,Steam,Castle Story,Windows,BR,Brazil,Latin America,1,0,1,36.99,36.99,BRL,11.5600,0.0000,0.0000,11.5600,
2017-01-09,26276,Castle Story,Steam,Castle Story,Windows,CA,Canada,North America,3,1,2,21.99,21.99,CAD,50.2800,16.6800,0.0000,33.6000,
2017-01-09,26276,Castle Story,Steam,Castle Story,Windows,DE,Germany,Western Europe,1,0,1,19.99,19.99,EUR,21.0700,0.0000,-3.3623,17.7077,
2017-01-09,26276,Castle Story,Steam,Castle Story,Windows,DK,Denmark,Western Europe,0,1,-1,19.99,19.99,EUR,0.0000,21.0700,4.2161,-16.8539,
2017-01-09,26276,Castle Story,Steam,Castle Story,Windows,FR,France,Western Europe,7,0,7,19.99,19.99,EUR,147.5100,0.0000,-24.5726,122.9374,
2017-01-09,26276,Castle Story,Steam,Castle Story,Windows,GB,United Kingdom,Western Europe,2,0,2,14.99,14.99,GBP,36.3200,0.0000,-6.0574,30.2626,
2017-01-09,26276,Castle Story,Steam,Castle Story,Windows,NZ,New Zealand,Oceania,1,0,1,23.99,23.99,NZD,17.0600,0.0000,0.0000,17.0600,
2017-01-09,26276,Castle Story,Steam,Castle Story,Windows,RU,Russian Federation,Russian Territories,1,1,0,419.00,419.00,RUB,7.0600,7.0600,0.0000,0.0000,
2017-01-09,26276,Castle Story,Steam,Castle Story,Windows,SE,Sweden,Western Europe,3,2,1,19.99,19.99,EUR,63.4000,42.1400,-4.2541,17.0059,
2017-01-09,26276,Castle Story,Retail,Castle Story,Windows,US,United States,North America,1,0,1,0.00,0.00,USD,0.0000,0.0000,0.0000,0.0000,Kickstarter
2017-01-09,26276,Castle Story,Steam,Castle Story,Windows,US,United States,North America,2,1,1,19.99,19.99,USD,39.9800,19.9900,0.0000,19.9900,
2017-01-09,26276,Castle Story,Steam,Castle Story,Mac,DE,Germany,Western Europe,1,0,1,19.99,19.99,EUR,21.0700,0.0000,-3.3623,17.7077,
2017-01-09,26276,Castle Story,Steam,Castle Story,Mac,US,United States,North America,2,0,2,19.99,19.99,USD,39.9800,0.0000,0.0000,39.9800,
2017-01-10,26276,Castle Story,Steam,Castle Story,Windows,BE,Belgium,Western Europe,1,0,1,19.99,19.99,EUR,21.0300,0.0000,-3.6505,17.3795,
2017-01-10,26276,Castle Story,Steam,Castle Story,Windows,BR,Brazil,Latin America,0,1,-1,36.99,31.44,BRL,0.0000,9.8600,0.0000,-9.8600,
2017-01-10,26276,Castle Story,Steam,Castle Story,Windows,BR,Brazil,Latin America,2,1,1,36.99,36.99,BRL,23.0500,11.5600,0.0000,11.4900,
2017-01-10,26276,Castle Story,Steam,Castle Story,Windows,CZ,Czech Republic,Eastern Europe,0,1,-1,19.99,16.99,EUR,0.0000,17.8799,3.1045,-14.7754,
2017-01-10,26276,Castle Story,Steam,Castle Story,Windows,DE,Germany,Western Europe,1,0,1,19.99,19.99,EUR,21.1100,0.0000,-3.3687,17.7413,
2017-01-10,26276,Castle Story,Steam,Castle Story,Windows,DK,Denmark,Western Europe,1,0,1,19.99,19.99,EUR,21.2600,0.0000,-4.2541,17.0059,
2017-01-10,26276,Castle Story,Steam,Castle Story,Windows,ES,Spain,Western Europe,1,0,1,19.99,19.99,EUR,21.1100,0.0000,-3.6644,17.4456,
2017-01-10,26276,Castle Story,Steam,Castle Story,Windows,FR,France,Western Europe,5,2,3,19.99,19.99,EUR,106.1900,42.1400,-10.6698,53.3802,
2017-01-10,26276,Castle Story,Steam,Castle Story,Windows,NL,Netherlands,Western Europe,1,0,1,19.99,19.99,EUR,21.1100,0.0000,-3.6644,17.4456,
2017-01-10,26276,Castle Story,Steam,Castle Story,Windows,PL,Poland,Eastern Europe,2,0,2,19.99,19.99,EUR,42.5200,0.0000,-7.9552,34.5648,
2017-01-10,26276,Castle Story,Steam,Castle Story,Windows,RU,Russian Federation,Russian Territories,1,0,1,419.00,419.00,RUB,7.0100,0.0000,0.0000,7.0100,
2017-01-10,26276,Castle Story,Steam,Castle Story,Windows,US,United States,North America,3,0,3,19.99,19.99,USD,59.9700,0.0000,0.0000,59.9700,
2017-01-10,26276,Castle Story,Steam,Castle Story,Mac,CH,Switzerland,Western Europe,1,0,1,19.00,19.00,CHF,18.8800,0.0000,0.0000,18.8800,
2017-01-10,26276,Castle Story,Steam,Castle Story,Mac,DE,Germany,Western Europe,0,1,-1,19.99,19.99,EUR,0.0000,21.0300,3.3560,-17.6740,
2017-01-10,26276,Castle Story,Steam,Castle Story,Linux,BR,Brazil,Latin America,1,0,1,36.99,36.99,BRL,11.6100,0.0000,0.0000,11.6100,
2017-01-11,26276,Castle Story,Steam,Castle Story,Windows,AU,Australia,Oceania,2,0,2,19.99,19.99,USD,39.9800,0.0000,0.0000,39.9800,
2017-01-11,26276,Castle Story,Steam,Castle Story,Windows,BR,Brazil,Latin America,3,0,3,36.99,36.99,BRL,34.6700,0.0000,0.0000,34.6700,
2017-01-11,26276,Castle Story,Steam,Castle Story,Windows,CA,Canada,North America,1,1,0,21.99,21.99,CAD,16.6300,16.8700,0.0000,-0.2400,
2017-01-11,26276,Castle Story,Retail,Castle Story,Windows,DE,Germany,Western Europe,1,0,1,0.00,0.00,USD,0.0000,0.0000,0.0000,0.0000,Humble Bundle
2017-01-11,26276,Castle Story,Steam,Castle Story,Windows,DE,Germany,Western Europe,3,1,2,19.99,19.99,EUR,63.0700,21.1100,-6.6960,35.2640,
2017-01-11,26276,Castle Story,Steam,Castle Story,Windows,FR,France,Western Europe,4,2,2,19.99,19.99,EUR,84.8500,42.0900,-7.1232,35.6368,
2017-01-11,26276,Castle Story,Steam,Castle Story,Windows,GB,United Kingdom,Western Europe,2,1,1,14.99,14.99,GBP,36.6400,18.1600,-3.0821,15.3979,
2017-01-11,26276,Castle Story,Steam,Castle Story,Windows,KR,Korea Republic of,Asia,1,0,1,21000.00,21000.00,KRW,17.5265,0.0000,0.0000,17.5265,
2017-01-11,26276,Castle Story,Steam,Castle Story,Windows,PL,Poland,Eastern Europe,1,0,1,19.99,19.99,EUR,21.1100,0.0000,-3.9495,17.1605,
2017-01-11,26276,Castle Story,Steam,Castle Story,Windows,RU,Russian Federation,Russian Territories,3,1,2,419.00,419.00,RUB,21.0400,6.9900,0.0000,14.0500,
2017-01-11,26276,Castle Story,Steam,Castle Story,Windows,SI,Slovenia,Eastern Europe,1,0,1,19.99,19.99,EUR,20.9800,0.0000,-3.7783,17.2017,
2017-01-11,26276,Castle Story,Steam,Castle Story,Windows,TR,Turkey,Middle East,1,0,1,31.00,31.00,TRY,8.0000,0.0000,0.0000,8.0000,
2017-01-11,26276,Castle Story,Retail,Castle Story,Windows,US,United States,North America,1,0,1,0.00,0.00,USD,0.0000,0.0000,0.0000,0.0000,Humble Bundle
2017-01-11,26276,Castle Story,Steam,Castle Story,Windows,US,United States,North America,3,1,2,19.99,19.99,USD,59.9700,19.9900,0.0000,39.9800,
2017-01-11,26276,Castle Story,Steam,Castle Story,Mac,US,United States,North America,1,0,1,19.99,19.99,USD,19.9900,0.0000,0.0000,19.9900,
2017-01-12,26276,Castle Story,Steam,Castle Story,Windows,AU,Australia,Oceania,2,0,2,19.99,19.99,USD,39.9800,0.0000,0.0000,39.9800,
2017-01-12,26276,Castle Story,Steam,Castle Story,Windows,BE,Belgium,Western Europe,2,0,2,19.99,19.99,EUR,42.2800,0.0000,-7.3393,34.9407,
2017-01-12,26276,Castle Story,Steam,Castle Story,Windows,BR,Brazil,Latin America,4,2,2,36.99,36.99,BRL,46.2500,23.1900,0.0000,23.0600,
2017-01-12,26276,Castle Story,Steam,Castle Story,Windows,DK,Denmark,Western Europe,1,0,1,19.99,19.99,EUR,21.3000,0.0000,-4.2621,17.0379,
2017-01-12,26276,Castle Story,Steam,Castle Story,Windows,FR,France,Western Europe,5,0,5,19.99,19.99,EUR,106.4300,0.0000,-17.7296,88.7004,
2017-01-12,26276,Castle Story,Steam,Castle Story,Windows,GB,United Kingdom,Western Europe,0,1,-1,14.99,12.74,GBP,0.0000,15.4299,2.5676,-12.8623,
